"""sitename"""	"""siteengname"""	SO2 Average 	Maximum	X	Y	Xtwd	Ytwd	Months 
??	Mailiao	0.92	3.4	120.251825	23.753506	173733.7193	2627925.665	26
???	FugueiCape	2.13	7.1	121.5365689	25.29681695	173733.7193	2627925.665	26
??	Dacheng	1.37	5.9	120.2696417	23.85493056	175607.7527	2639149.039	26
??	Keelung	1.02	6.1	121.760056	25.129167	326641.0947	2780300.361	27
??	Xizhi	0.85	4.7	121.64081	25.06624	314649.5064	2773267.652	27
??	Wanli	1.08	8.5	121.689881	25.179667	319536.0581	2785856.183	27
??	Xindian	1.1	11.8	121.537778	24.977222	304293.8287	2763362.251	27
??	Tucheng	1.45	10.6	121.451861	24.982528	295617.6015	2763918.33	27
??	Banqiao	1.27	10.8	121.458667	25.012972	296293.3026	2767292.737	27
??	Xinzhuang	0.91	8.4	121.4325	25.037972	293643.389	2770053.158	27
??	Cailiao	1.35	13.8	121.481028	25.06895	298528.2	2773500.962	27
??	Linkou	1.11	10.4	121.3654898	25.07798949	286869.3782	2774465.731	27
??	Tamsui	1.24	6.2	121.449239	25.1645	295285.9191	2784073.597	27
??	Shilin	1.54	11.9	121.5166636	25.10334003	302108.7712	2777323.471	27
??	Zhongshan	0.81	8.3	121.526528	25.062361	303121.3595	2772788.228	27
??	Wanhua	1.56	10.8	121.507972	25.046503	301255.8092	2771024.55	27
??	Guting	0.87	6.7	121.529556	25.020608	303444.953	2768164.63	27
??	Songshan	1.05	7.1	121.578611	25.05	308381.9745	2771440.514	27
??	Datong	1.22	10.9	121.5134207	25.06331455	301798.5412	2772888.765	27
??	Taoyuan	0.86	10.4	121.3050053	24.9947107	280788.6456	2765226.36	27
??	Dayuan	1.32	11.6	121.2025147	25.06100357	270431.7556	2772549.774	27
??	Guanyin	0.74	2.9	121.0828309	25.03556747	258358.544	2769719.669	27
??	Pingzhen	0.48	3.1	121.203986	24.952786	270598.2355	2760563.563	27
??	Longtan	1.97	8.5	121.2164577	24.86400048	271873.2622	2750731.543	27
??	Hukou	2.78	23.5	121.0388689	24.90009696	253926.5933	2754712.78	27
??	Zhudong	1.03	3.7	121.0889549	24.74091408	258997.847	2737084.183	27
??	Hsinchu	1.86	11.7	120.9723675	24.8056356	247206.4037	2744249.997	27
??	Toufen	1.56	6.3	120.8986929	24.69690679	239749.1152	2732210.903	27
??	Miaoli	1.42	6.9	120.8201147	24.56499183	231778.9513	2717608.589	27
??	Sanyi	1.04	4	120.7595675	24.38248443	225610.8072	2697404.393	27
??	Fengyuan	1.17	4.1	120.7425241	24.25699731	223856.2162	2683509.479	27
??	Shalu	0.77	2.7	120.568794	24.225628	206204.9642	2680078.798	27
??	Dali	1.39	11.7	120.6784444	24.09961111	217309.5348	2666092.325	27
??	Zhongming	1.79	6.8	120.641092	24.151958	213526.9718	2671898.973	27
??	Xitun	2.02	5.3	120.616917	24.162197	211073.3337	2673039.462	27
??	Changhua	1.39	5.8	120.541519	24.066	203376.8957	2662408.563	27
??	Xianxi	1.22	6.6	120.469061	24.131672	196036.0031	2669707.797	27
??	Erlin	1.62	5	120.409653	23.925175	189901.7565	2646862.1	27
??	Nantou	1.28	6.9	120.685306	23.913	217960.9325	2645423.87	27
??	Douliu	1.67	8.7	120.544994	23.711853	203604.1387	2623186.376	27
??	Lunbei	1.31	5.8	120.348742	23.757547	183615.4515	2628324.597	27
??	Xingang	2.53	7.4	120.345531	23.554839	183185.239	2605876.77	27
??	Puzi	0.85	2.4	120.2478	23.46538	173155.6228	2596018.432	27
??	Taixi	2.27	9.9	120.1993333	23.702175	168350.7048	2622269.861	27
??	Chiayi	2.14	17.2	120.4412515	23.46477865	192918.7784	2595861.802	27
??	Xinying	1.59	6.8	120.31725	23.305633	180167.1651	2578292.065	27
??	Shanhua	1.21	6.5	120.2974053	23.11337642	178034.4504	2557010.964	27
??	Annan	1.88	20.9	120.2175	23.048197	169810.9055	2549834.555	27
??	Tainan	1.97	8.5	120.22085	22.99123	170120.6725	2543524.177	27
??	Meinong	1.95	6.6	120.530542	22.883583	201833.2379	2531468.788	27
??	Qiaotou	2.06	21.7	120.305689	22.757506	178696.8572	2517598.62	27
??	Renwu	2.5	74.8	120.332631	22.689056	181429.6846	2510006.131	27
??	Fengshan	1.73	14.5	120.357422	22.628126	183947.8166	2503247.93	27
??	Daliao	2.13	31.5	120.425311	22.56413611	190899.162	2496133.724	27
??	Linyuan	1.27	3.9	120.41175	22.4795	189467.6618	2486767.36	27
??	Nanzi	1.51	5.5	120.328289	22.733667	181005.9027	2514948.11	27
??	Zuoying	1.32	4.7	120.292917	22.674861	177341.558	2508453.136	27
??	Qianjin	1.79	13.7	120.2867611	22.63390278	176687.2193	2503920.683	27
??	Qianzhen	2.2	115.9	120.3083336	22.6044507	178889.5598	22.6044507	27
??	Xiaogang	1.02	6	120.337736	22.565833	181893.5435	2496358.931	27
??	Pingtung	2.31	10.4	120.488033	22.673081	197391.0605	2508173.804	27
??	Chaozhou	1.77	14	120.561175	22.523108	204858.2576	2491543.305	27
??	Hengchun	2.14	8.8	120.788928	21.958069	228199.9944	2428929.591	27
??	Taitung	2.53	98.1	121.15045	22.755358	265450.6396	2517201.492	27
??	Hualien	1.44	8.2	121.599769	23.971306	311035.7319	2651975.171	27
??	Yangming	2.36	35.6	121.529583	25.182722	303377.2655	2786121.42	27
??	Yilan	3.11	117.8	121.746394	24.747917	325495.3942	2738062.753	27
??	Dongshan	2.05	15.2	121.792928	24.632203	330276.4487	2725272.259	27
??	Sanchong	2.55	55.4	121.493806	25.072611	299815.8397	2773911.122	27
??	Zhongli	1.63	10.4	121.221667	24.953278	272383.556	2760620.856	27
??	Zhushan	1.72	8	120.677306	23.756389	217106.971	2628081.672	27
??	Yonghe	0.9	1.8	121.516306	25.017	302109.2082	2767759.828	27
??	Fuxing	1.36	11.5	120.312017	22.608711	179270.4418	2501118.895	27
??	Puli	0.98	6.4	120.967903	23.968842	246733.614	2651572.87	27
??	Matsu	0.72	4.2	119.9314938	26.15188416	143168.4096	2893811.43	27
??	Kinmen	0.68	6.4	118.312256	24.432133	-22600.7287	2705527.895	27
??	Magong	1.03	2.6	119.566158	23.569031	103626.4632	2608028.345	27
??	Guanshan	1.16	4.8	121.161933	23.045083	266594.619	2549284.521	27
??	Mailiao	0.66	2.3	120.251825	23.753506	173733.7193	2627925.665	27
???	FugueiCape	2.17	13.1	121.5365689	25.29681695	173733.7193	2627925.665	27
??	Dacheng	1.28	16.7	120.2696417	23.85493056	175607.7527	2639149.039	27
??	Keelung	0.79	6.9	121.760056	25.129167	326641.0947	2780300.361	28
??	Xizhi	0.64	1.5	121.64081	25.06624	314649.5064	2773267.652	28
??	Wanli	0.74	6	121.689881	25.179667	319536.0581	2785856.183	28
??	Xindian	0.74	5.9	121.537778	24.977222	304293.8287	2763362.251	28
??	Tucheng	1.14	5.2	121.451861	24.982528	295617.6015	2763918.33	28
??	Banqiao	0.91	5.2	121.458667	25.012972	296293.3026	2767292.737	28
??	Xinzhuang	0.54	2.5	121.4325	25.037972	293643.389	2770053.158	28
??	Cailiao	1.05	6	121.481028	25.06895	298528.2	2773500.962	28
??	Linkou	0.76	3.8	121.3654898	25.07798949	286869.3782	2774465.731	28
??	Tamsui	0.68	3.7	121.449239	25.1645	295285.9191	2784073.597	28
??	Shilin	0.91	8	121.5166636	25.10334003	302108.7712	2777323.471	28
??	Zhongshan	0.61	2.5	121.526528	25.062361	303121.3595	2772788.228	28
??	Wanhua	1.13	4.9	121.507972	25.046503	301255.8092	2771024.55	28
??	Guting	0.61	3.3	121.529556	25.020608	303444.953	2768164.63	28
??	Songshan	0.76	3.3	121.578611	25.05	308381.9745	2771440.514	28
??	Datong	0.81	5.1	121.5134207	25.06331455	301798.5412	2772888.765	28
??	Taoyuan	0.56	7.3	121.3050053	24.9947107	280788.6456	2765226.36	28
??	Dayuan	1.03	6.6	121.2025147	25.06100357	270431.7556	2772549.774	28
??	Guanyin	0.61	2.4	121.0828309	25.03556747	258358.544	2769719.669	28
??	Pingzhen	0.14	1.4	121.203986	24.952786	270598.2355	2760563.563	28
??	Longtan	1.63	7.8	121.2164577	24.86400048	271873.2622	2750731.543	28
??	Hukou	2.3	22.7	121.0388689	24.90009696	253926.5933	2754712.78	28
??	Zhudong	0.62	2.3	121.0889549	24.74091408	258997.847	2737084.183	28
??	Hsinchu	1.51	46.4	120.9723675	24.8056356	247206.4037	2744249.997	28
??	Toufen	1.22	3.4	120.8986929	24.69690679	239749.1152	2732210.903	28
??	Miaoli	1.04	6.2	120.8201147	24.56499183	231778.9513	2717608.589	28
??	Sanyi	0.72	3.4	120.7595675	24.38248443	225610.8072	2697404.393	28
??	Fengyuan	0.88	2.9	120.7425241	24.25699731	223856.2162	2683509.479	28
??	Shalu	0.6	2	120.568794	24.225628	206204.9642	2680078.798	28
??	Dali	1.07	3.8	120.6784444	24.09961111	217309.5348	2666092.325	28
??	Zhongming	1.76	5.9	120.641092	24.151958	213526.9718	2671898.973	28
??	Xitun	1.94	5.5	120.616917	24.162197	211073.3337	2673039.462	28
??	Changhua	1.04	4.5	120.541519	24.066	203376.8957	2662408.563	28
??	Xianxi	0.92	3.8	120.469061	24.131672	196036.0031	2669707.797	28
??	Erlin	1.4	6.4	120.409653	23.925175	189901.7565	2646862.1	28
??	Nantou	1.17	6.5	120.685306	23.913	217960.9325	2645423.87	28
??	Douliu	1.27	9.7	120.544994	23.711853	203604.1387	2623186.376	28
??	Lunbei	0.94	3.5	120.348742	23.757547	183615.4515	2628324.597	28
??	Xingang	2.03	7.1	120.345531	23.554839	183185.239	2605876.77	28
??	Puzi	1.19	2.2	120.2478	23.46538	173155.6228	2596018.432	28
??	Taixi	2.26	7.9	120.1993333	23.702175	168350.7048	2622269.861	28
??	Chiayi	1.39	14.7	120.4412515	23.46477865	192918.7784	2595861.802	28
??	Xinying	1.54	6.2	120.31725	23.305633	180167.1651	2578292.065	28
??	Shanhua	1.31	5.4	120.2974053	23.11337642	178034.4504	2557010.964	28
??	Annan	1.62	6	120.2175	23.048197	169810.9055	2549834.555	28
??	Tainan	1.62	6.9	120.22085	22.99123	170120.6725	2543524.177	28
??	Meinong	1.56	5.1	120.530542	22.883583	201833.2379	2531468.788	28
??	Qiaotou	1.82	5.7	120.305689	22.757506	178696.8572	2517598.62	28
??	Renwu	2.41	23.8	120.332631	22.689056	181429.6846	2510006.131	28
??	Fengshan	1.51	11	120.357422	22.628126	183947.8166	2503247.93	28
??	Daliao	1.2	4.5	120.425311	22.56413611	190899.162	2496133.724	28
??	Linyuan	1.2	4.5	120.41175	22.4795	189467.6618	2486767.36	28
??	Nanzi	0.93	4.4	120.328289	22.733667	181005.9027	2514948.11	28
??	Zuoying	1.04	5.3	120.292917	22.674861	177341.558	2508453.136	28
??	Qianjin	1.3	5	120.2867611	22.63390278	176687.2193	2503920.683	28
??	Qianzhen	1.56	8.6	120.3083336	22.6044507	178889.5598	22.6044507	28
??	Xiaogang	0.71	5.3	120.337736	22.565833	181893.5435	2496358.931	28
??	Pingtung	2.3	25.7	120.488033	22.673081	197391.0605	2508173.804	28
??	Chaozhou	1.47	6.8	120.561175	22.523108	204858.2576	2491543.305	28
??	Hengchun	1.96	10	120.788928	21.958069	228199.9944	2428929.591	28
??	Taitung	1.68	7.9	121.15045	22.755358	265450.6396	2517201.492	28
??	Hualien	1.37	11.2	121.599769	23.971306	311035.7319	2651975.171	28
??	Yangming	1.6	14	121.529583	25.182722	303377.2655	2786121.42	28
??	Yilan	2.92	21.3	121.746394	24.747917	325495.3942	2738062.753	28
??	Dongshan	1.49	10.5	121.792928	24.632203	330276.4487	2725272.259	28
??	Sanchong	2.04	9.3	121.493806	25.072611	299815.8397	2773911.122	28
??	Zhongli	1.62	26.6	121.221667	24.953278	272383.556	2760620.856	28
??	Zhushan	1.23	6	120.677306	23.756389	217106.971	2628081.672	28
??	Yonghe	0.88	2.5	121.516306	25.017	302109.2082	2767759.828	28
??	Fuxing	1.05	8.9	120.312017	22.608711	179270.4418	2501118.895	28
??	Puli	1.02	14.2	120.967903	23.968842	246733.614	2651572.87	28
??	Matsu	0.68	5.1	119.9314938	26.15188416	143168.4096	2893811.43	28
??	Kinmen	0.77	3.2	118.312256	24.432133	-22600.7287	2705527.895	28
??	Magong	1.04	2.2	119.566158	23.569031	103626.4632	2608028.345	28
??	Guanshan	0.96	2.8	121.161933	23.045083	266594.619	2549284.521	28
??	Mailiao	0.66	4	120.251825	23.753506	173733.7193	2627925.665	28
???	FugueiCape	1.88	13	121.5365689	25.29681695	173733.7193	2627925.665	28
??	Dacheng	0.97	18.6	120.2696417	23.85493056	175607.7527	2639149.039	28
??	Keelung	1.26	6	121.760056	25.129167	326641.0947	2780300.361	29
??	Xizhi	0.7	3.5	121.64081	25.06624	314649.5064	2773267.652	29
??	Wanli	0.81	8.8	121.689881	25.179667	319536.0581	2785856.183	29
??	Xindian	0.81	3.9	121.537778	24.977222	304293.8287	2763362.251	29
??	Tucheng	1.27	7.1	121.451861	24.982528	295617.6015	2763918.33	29
??	Banqiao	0.97	5.1	121.458667	25.012972	296293.3026	2767292.737	29
??	Xinzhuang	0.66	5.1	121.4325	25.037972	293643.389	2770053.158	29
??	Cailiao	1.06	10.7	121.481028	25.06895	298528.2	2773500.962	29
??	Linkou	0.84	6.1	121.3654898	25.07798949	286869.3782	2774465.731	29
??	Tamsui	1.09	4.7	121.449239	25.1645	295285.9191	2784073.597	29
??	Shilin	1.34	13.7	121.5166636	25.10334003	302108.7712	2777323.471	29
??	Zhongshan	0.64	4.7	121.526528	25.062361	303121.3595	2772788.228	29
??	Wanhua	1.09	9.3	121.507972	25.046503	301255.8092	2771024.55	29
??	Guting	0.82	3.9	121.529556	25.020608	303444.953	2768164.63	29
??	Songshan	0.67	6.6	121.578611	25.05	308381.9745	2771440.514	29
??	Datong	1.33	8.9	121.5134207	25.06331455	301798.5412	2772888.765	29
??	Taoyuan	0.69	5.8	121.3050053	24.9947107	280788.6456	2765226.36	29
??	Dayuan	1.11	7	121.2025147	25.06100357	270431.7556	2772549.774	29
??	Guanyin	0.57	3.2	121.0828309	25.03556747	258358.544	2769719.669	29
??	Pingzhen	0.43	2.7	121.203986	24.952786	270598.2355	2760563.563	29
??	Longtan	0.96	5.7	121.2164577	24.86400048	271873.2622	2750731.543	29
??	Hukou	1.94	12.7	121.0388689	24.90009696	253926.5933	2754712.78	29
??	Zhudong	0.59	2	121.0889549	24.74091408	258997.847	2737084.183	29
??	Hsinchu	1.46	4.2	120.9723675	24.8056356	247206.4037	2744249.997	29
??	Toufen	1.39	3.3	120.8986929	24.69690679	239749.1152	2732210.903	29
??	Miaoli	1.08	3.1	120.8201147	24.56499183	231778.9513	2717608.589	29
??	Sanyi	0.63	3.2	120.7595675	24.38248443	225610.8072	2697404.393	29
??	Fengyuan	0.99	3.2	120.7425241	24.25699731	223856.2162	2683509.479	29
??	Shalu	0.66	2.4	120.568794	24.225628	206204.9642	2680078.798	29
??	Dali	1.2	3.6	120.6784444	24.09961111	217309.5348	2666092.325	29
??	Zhongming	1.27	3.9	120.641092	24.151958	213526.9718	2671898.973	29
??	Xitun	1.86	7.4	120.616917	24.162197	211073.3337	2673039.462	29
??	Changhua	0.98	8.2	120.541519	24.066	203376.8957	2662408.563	29
??	Xianxi	0.67	9.4	120.469061	24.131672	196036.0031	2669707.797	29
??	Erlin	1.25	7.4	120.409653	23.925175	189901.7565	2646862.1	29
??	Nantou	0.95	8.8	120.685306	23.913	217960.9325	2645423.87	29
??	Douliu	1.3	11	120.544994	23.711853	203604.1387	2623186.376	29
??	Lunbei	0.79	4.2	120.348742	23.757547	183615.4515	2628324.597	29
??	Xingang	1.07	5.8	120.345531	23.554839	183185.239	2605876.77	29
??	Puzi	1.13	2.2	120.2478	23.46538	173155.6228	2596018.432	29
??	Taixi	1.21	3.5	120.1993333	23.702175	168350.7048	2622269.861	29
??	Chiayi	1.52	11.9	120.4412515	23.46477865	192918.7784	2595861.802	29
??	Xinying	0.93	4.5	120.31725	23.305633	180167.1651	2578292.065	29
??	Shanhua	1.35	7.9	120.2974053	23.11337642	178034.4504	2557010.964	29
??	Annan	1.33	4.7	120.2175	23.048197	169810.9055	2549834.555	29
??	Tainan	1.21	4.5	120.22085	22.99123	170120.6725	2543524.177	29
??	Meinong	1.12	5.8	120.530542	22.883583	201833.2379	2531468.788	29
??	Qiaotou	1.43	6.6	120.305689	22.757506	178696.8572	2517598.62	29
??	Renwu	1.54	7.7	120.332631	22.689056	181429.6846	2510006.131	29
??	Fengshan	1.47	32.6	120.357422	22.628126	183947.8166	2503247.93	29
??	Daliao	1.71	5.1	120.425311	22.56413611	190899.162	2496133.724	29
??	Linyuan	1.06	4.3	120.41175	22.4795	189467.6618	2486767.36	29
??	Nanzi	0.84	9.3	120.328289	22.733667	181005.9027	2514948.11	29
??	Zuoying	0.77	4.2	120.292917	22.674861	177341.558	2508453.136	29
??	Qianjin	0.93	5.4	120.2867611	22.63390278	176687.2193	2503920.683	29
??	Qianzhen	1.5	13.2	120.3083336	22.6044507	178889.5598	22.6044507	29
??	Xiaogang	0.61	3.6	120.337736	22.565833	181893.5435	2496358.931	29
??	Pingtung	1.78	23.2	120.488033	22.673081	197391.0605	2508173.804	29
??	Chaozhou	1.27	7.4	120.561175	22.523108	204858.2576	2491543.305	29
??	Hengchun	1.78	8.1	120.788928	21.958069	228199.9944	2428929.591	29
??	Taitung	1.15	7.5	121.15045	22.755358	265450.6396	2517201.492	29
??	Hualien	1.07	8.8	121.599769	23.971306	311035.7319	2651975.171	29
??	Yangming	1.69	19.8	121.529583	25.182722	303377.2655	2786121.42	29
??	Yilan	2.97	24.6	121.746394	24.747917	325495.3942	2738062.753	29
??	Dongshan	1.32	8	121.792928	24.632203	330276.4487	2725272.259	29
??	Sanchong	1.69	15.4	121.493806	25.072611	299815.8397	2773911.122	29
??	Zhongli	0.88	5.5	121.221667	24.953278	272383.556	2760620.856	29
??	Zhushan	0.95	12.8	120.677306	23.756389	217106.971	2628081.672	29
??	Yonghe	0.8	1.7	121.516306	25.017	302109.2082	2767759.828	29
??	Fuxing	1.19	6.3	120.312017	22.608711	179270.4418	2501118.895	29
??	Puli	1.28	8.3	120.967903	23.968842	246733.614	2651572.87	29
??	Matsu	0.84	4.8	119.9314938	26.15188416	143168.4096	2893811.43	29
??	Kinmen	0.67	9	118.312256	24.432133	-22600.7287	2705527.895	29
??	Magong	0.92	2.2	119.566158	23.569031	103626.4632	2608028.345	29
??	Guanshan	0.69	2.7	121.161933	23.045083	266594.619	2549284.521	29
??	Mailiao	0.61	3.5	120.251825	23.753506	173733.7193	2627925.665	29
???	FugueiCape	1.16	5.1	121.5365689	25.29681695	173733.7193	2627925.665	29
??	Dacheng	0.71	2	120.2696417	23.85493056	175607.7527	2639149.039	29
??	Keelung	1.43	8.1	121.760056	25.129167	326641.0947	2780300.361	30
??	Xizhi	0.88	2.8	121.64081	25.06624	314649.5064	2773267.652	30
??	Wanli	1.17	7	121.689881	25.179667	319536.0581	2785856.183	30
??	Xindian	0.97	19.6	121.537778	24.977222	304293.8287	2763362.251	30
??	Tucheng	1.51	6.5	121.451861	24.982528	295617.6015	2763918.33	30
??	Banqiao	1.2	8.5	121.458667	25.012972	296293.3026	2767292.737	30
??	Xinzhuang	0.88	7.8	121.4325	25.037972	293643.389	2770053.158	30
??	Cailiao	1.35	14.2	121.481028	25.06895	298528.2	2773500.962	30
??	Linkou	1.07	7.2	121.3654898	25.07798949	286869.3782	2774465.731	30
??	Tamsui	1.11	10	121.449239	25.1645	295285.9191	2784073.597	30
??	Shilin	1.58	16.1	121.5166636	25.10334003	302108.7712	2777323.471	30
??	Zhongshan	0.53	5.5	121.526528	25.062361	303121.3595	2772788.228	30
??	Wanhua	1.57	6.3	121.507972	25.046503	301255.8092	2771024.55	30
??	Guting	0.86	6.6	121.529556	25.020608	303444.953	2768164.63	30
??	Songshan	0.81	8.2	121.578611	25.05	308381.9745	2771440.514	30
??	Datong	2.21	22.9	121.5134207	25.06331455	301798.5412	2772888.765	30
??	Taoyuan	0.98	9.4	121.3050053	24.9947107	280788.6456	2765226.36	30
??	Dayuan	1.5	5.5	121.2025147	25.06100357	270431.7556	2772549.774	30
??	Guanyin	0.97	3.1	121.0828309	25.03556747	258358.544	2769719.669	30
??	Pingzhen	0.59	5	121.203986	24.952786	270598.2355	2760563.563	30
??	Longtan	0.87	14.7	121.2164577	24.86400048	271873.2622	2750731.543	30
??	Hukou	1.43	11.4	121.0388689	24.90009696	253926.5933	2754712.78	30
??	Zhudong	0.59	3.6	121.0889549	24.74091408	258997.847	2737084.183	30
??	Hsinchu	1.36	5.6	120.9723675	24.8056356	247206.4037	2744249.997	30
??	Toufen	1.48	3.9	120.8986929	24.69690679	239749.1152	2732210.903	30
??	Miaoli	1.11	4	120.8201147	24.56499183	231778.9513	2717608.589	30
??	Sanyi	0.74	3.5	120.7595675	24.38248443	225610.8072	2697404.393	30
??	Fengyuan	1.06	4.3	120.7425241	24.25699731	223856.2162	2683509.479	30
??	Shalu	0.75	3.2	120.568794	24.225628	206204.9642	2680078.798	30
??	Dali	1.2	4.9	120.6784444	24.09961111	217309.5348	2666092.325	30
??	Zhongming	1.52	8.3	120.641092	24.151958	213526.9718	2671898.973	30
??	Xitun	1.81	4.7	120.616917	24.162197	211073.3337	2673039.462	30
??	Changhua	1.14	8	120.541519	24.066	203376.8957	2662408.563	30
??	Xianxi	1.27	9.4	120.469061	24.131672	196036.0031	2669707.797	30
??	Erlin	1.37	7.9	120.409653	23.925175	189901.7565	2646862.1	30
??	Nantou	1.33	10.3	120.685306	23.913	217960.9325	2645423.87	30
??	Douliu	1.71	15.8	120.544994	23.711853	203604.1387	2623186.376	30
??	Lunbei	0.86	3.6	120.348742	23.757547	183615.4515	2628324.597	30
??	Xingang	0.84	3.9	120.345531	23.554839	183185.239	2605876.77	30
??	Puzi	1.15	2.4	120.2478	23.46538	173155.6228	2596018.432	30
??	Taixi	1.32	6.1	120.1993333	23.702175	168350.7048	2622269.861	30
??	Chiayi	1.4	9.1	120.4412515	23.46477865	192918.7784	2595861.802	30
??	Xinying	1.52	4	120.31725	23.305633	180167.1651	2578292.065	30
??	Shanhua	1.21	7.7	120.2974053	23.11337642	178034.4504	2557010.964	30
??	Annan	1.5	3.6	120.2175	23.048197	169810.9055	2549834.555	30
??	Tainan	1.12	3.9	120.22085	22.99123	170120.6725	2543524.177	30
??	Meinong	1.06	4	120.530542	22.883583	201833.2379	2531468.788	30
??	Qiaotou	1.55	8.5	120.305689	22.757506	178696.8572	2517598.62	30
??	Renwu	1.61	14.3	120.332631	22.689056	181429.6846	2510006.131	30
??	Fengshan	1.49	54.8	120.357422	22.628126	183947.8166	2503247.93	30
??	Daliao	1.23	5.4	120.425311	22.56413611	190899.162	2496133.724	30
??	Linyuan	1.08	3.4	120.41175	22.4795	189467.6618	2486767.36	30
??	Nanzi	0.92	6	120.328289	22.733667	181005.9027	2514948.11	30
??	Zuoying	0.68	3.5	120.292917	22.674861	177341.558	2508453.136	30
??	Qianjin	1.34	9.6	120.2867611	22.63390278	176687.2193	2503920.683	30
??	Qianzhen	1.21	6.4	120.3083336	22.6044507	178889.5598	22.6044507	30
??	Xiaogang	0.7	3.2	120.337736	22.565833	181893.5435	2496358.931	30
??	Pingtung	1.87	9.5	120.488033	22.673081	197391.0605	2508173.804	30
??	Chaozhou	1.26	6.7	120.561175	22.523108	204858.2576	2491543.305	30
??	Hengchun	1.84	7.6	120.788928	21.958069	228199.9944	2428929.591	30
??	Taitung	1.22	8.8	121.15045	22.755358	265450.6396	2517201.492	30
??	Hualien	1.22	7.6	121.599769	23.971306	311035.7319	2651975.171	30
??	Yangming	1.25	24.1	121.529583	25.182722	303377.2655	2786121.42	30
??	Yilan	2.7	23.3	121.746394	24.747917	325495.3942	2738062.753	30
??	Dongshan	1.26	6.5	121.792928	24.632203	330276.4487	2725272.259	30
??	Sanchong	1.31	7.2	121.493806	25.072611	299815.8397	2773911.122	30
??	Zhongli	0.94	9.5	121.221667	24.953278	272383.556	2760620.856	30
??	Zhushan	1.04	9.5	120.677306	23.756389	217106.971	2628081.672	30
??	Yonghe	0.5	2.5	121.516306	25.017	302109.2082	2767759.828	30
??	Fuxing	0.88	7.2	120.312017	22.608711	179270.4418	2501118.895	30
??	Puli	1.09	5.8	120.967903	23.968842	246733.614	2651572.87	30
??	Matsu	1.03	5.4	119.9314938	26.15188416	143168.4096	2893811.43	30
??	Kinmen	0.65	6.6	118.312256	24.432133	-22600.7287	2705527.895	30
??	Magong	0.62	1.6	119.566158	23.569031	103626.4632	2608028.345	30
??	Guanshan	0.62	3	121.161933	23.045083	266594.619	2549284.521	30
??	Mailiao	0.44	2.5	120.251825	23.753506	173733.7193	2627925.665	30
???	FugueiCape	2.12	14.6	121.5365689	25.29681695	173733.7193	2627925.665	30
??	Dacheng	0.94	9.8	120.2696417	23.85493056	175607.7527	2639149.039	30
??	Keelung	1.05	7.6	121.760056	25.129167	326641.0947	2780300.361	31
??	Xizhi	1.14	6.7	121.64081	25.06624	314649.5064	2773267.652	31
??	Wanli	1.07	10.5	121.689881	25.179667	319536.0581	2785856.183	31
??	Xindian	1	6.5	121.537778	24.977222	304293.8287	2763362.251	31
??	Tucheng	1.48	6.7	121.451861	24.982528	295617.6015	2763918.33	31
??	Banqiao	1.03	9.8	121.458667	25.012972	296293.3026	2767292.737	31
??	Xinzhuang	0.71	8.1	121.4325	25.037972	293643.389	2770053.158	31
??	Cailiao	1.3	9.9	121.481028	25.06895	298528.2	2773500.962	31
??	Linkou	0.84	5.4	121.3654898	25.07798949	286869.3782	2774465.731	31
??	Tamsui	1.21	4.1	121.449239	25.1645	295285.9191	2784073.597	31
??	Shilin	1.3	24	121.5166636	25.10334003	302108.7712	2777323.471	31
??	Zhongshan	0.77	7.5	121.526528	25.062361	303121.3595	2772788.228	31
??	Wanhua	1.46	7.4	121.507972	25.046503	301255.8092	2771024.55	31
??	Guting	0.77	4.2	121.529556	25.020608	303444.953	2768164.63	31
??	Songshan	0.7	9.5	121.578611	25.05	308381.9745	2771440.514	31
??	Datong	2.18	23.7	121.5134207	25.06331455	301798.5412	2772888.765	31
??	Taoyuan	1.01	9.2	121.3050053	24.9947107	280788.6456	2765226.36	31
??	Dayuan	1.39	8.9	121.2025147	25.06100357	270431.7556	2772549.774	31
??	Guanyin	0.85	3.3	121.0828309	25.03556747	258358.544	2769719.669	31
??	Pingzhen	0.68	3.1	121.203986	24.952786	270598.2355	2760563.563	31
??	Longtan	1.04	4.8	121.2164577	24.86400048	271873.2622	2750731.543	31
??	Hukou	1.7	12.8	121.0388689	24.90009696	253926.5933	2754712.78	31
??	Zhudong	0.92	3.1	121.0889549	24.74091408	258997.847	2737084.183	31
??	Hsinchu	1.57	4.9	120.9723675	24.8056356	247206.4037	2744249.997	31
??	Toufen	1.57	5.4	120.8986929	24.69690679	239749.1152	2732210.903	31
??	Miaoli	1.14	6.4	120.8201147	24.56499183	231778.9513	2717608.589	31
??	Sanyi	0.9	4.6	120.7595675	24.38248443	225610.8072	2697404.393	31
??	Fengyuan	0.87	3.3	120.7425241	24.25699731	223856.2162	2683509.479	31
??	Shalu	0.72	3.6	120.568794	24.225628	206204.9642	2680078.798	31
??	Dali	1.22	4.5	120.6784444	24.09961111	217309.5348	2666092.325	31
??	Zhongming	1.5	4.3	120.641092	24.151958	213526.9718	2671898.973	31
??	Xitun	1.59	3.8	120.616917	24.162197	211073.3337	2673039.462	31
??	Changhua	1.08	5.7	120.541519	24.066	203376.8957	2662408.563	31
??	Xianxi	1.11	10.6	120.469061	24.131672	196036.0031	2669707.797	31
